,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T17:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T18:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T19:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T20:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T21:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T22:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T23:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T00:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T01:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T02:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T03:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T04:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T05:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T06:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T07:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T08:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T09:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T10:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T11:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T12:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T13:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T14:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T15:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T16:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-02T17:00:00Z,0,Office_obstruction,air_quality

